10550,03-08-1959,Manton,Leuchs,M,03-02-1985
10560,01-05-1960,Yinlin,Esteva,F,28-09-1988
10570,30-10-1958,Alassane,Morrin,M,05-05-1985
10580,28-05-1956,Christoper,Rehfuss,M,11-09-1987
10590,01-10-1963,Yongqiao,Kalloufi,M,09-04-1986
10600,17-08-1963,Emran,Rettelbach,F,22-12-1985
10610,24-06-1955,Irena,Roccetti,F,11-04-1996
10620,23-11-1959,Marit,Veeraraghavan,M,10-11-1990
10630,10-08-1954,Bezalel,Katzenelson,F,26-06-1993
10640,09-11-1958,Anneke,Meszaros,M,04-12-1992
10650,09-04-1959,Hongzhu,Chepyzhov,M,04-10-1992
10660,03-01-1964,Jouko,Kolinko,M,12-08-1988
10670,23-04-1962,Shunichi,McAffer,M,23-03-1988
10680,11-10-1962,Kish,Honglei,M,20-06-1986
10690,06-09-1962,Matt,Jumpertz,F,22-08-1989
10700,30-11-1962,Angel,Mondadori,M,02-04-1987
10710,25-12-1962,Sorina,Kermarrec,M,10-01-1992
10720,17-06-1956,Odinaldo,Kruskal,M,01-08-1985
10730,22-07-1962,Mohit,Janetzko,M,24-11-1988
10740,19-04-1956,Suzette,Sadowski,M,15-08-1995
10750,14-06-1953,Roddy,Demeyer,F,04-08-1991
10760,27-05-1963,Phillip,Dratva,M,15-06-1994
10770,18-06-1956,Bedir,Perry,F,25-12-1987
10780,12-09-1955,Goncalo,Staudhammer,M,06-11-1989
10790,01-04-1962,Yurij,Schonegge,M,03-07-1990
10800,15-12-1961,Yuchang,Matzke,M,20-05-1993
10810,23-10-1957,Lijie,Lunn,F,07-09-1994
10820,12-11-1956,Baocai,Pena,F,23-02-1986
10830,17-08-1954,Fen,Fiebach,M,24-08-1991
10840,26-04-1961,Mohammad,Koshino,M,04-06-1993
10850,01-01-1963,Florina,Schapire,F,22-04-1990
10860,05-11-1961,Gino,Werthner,M,11-03-1992
10870,23-07-1956,Shahid,Leppanen,F,13-01-1988
10880,11-02-1962,Weiye,Nitsche,M,20-04-1986
10890,13-04-1963,Ramzi,Furudate,M,21-04-1988
10900,18-07-1955,Ferdinand,Prenel,F,07-09-1995
10910,11-11-1958,Arco,Jervis,M,13-07-1989
10920,08-04-1955,Ronghao,Narahara,M,09-07-1991
10930,13-01-1954,Arch,Minakawa,M,09-08-1990
10940,07-01-1953,Aleksander,Fioravanti,F,02-12-1994
10950,07-12-1958,Sushant,Staylopatis,M,08-06-1996
10960,24-10-1959,Billur,Braunschweig,M,14-03-1988
10970,24-08-1962,Gen,Tiemann,F,16-09-1994
10980,10-11-1963,Filipp,Munawer,M,04-01-1989
10990,22-10-1954,Shin,Foote,M,06-07-1988
11000,12-09-1960,Alain,Bonifati,M,20-08-1988
11010,20-03-1963,Jaques,Narwekar,F,18-12-1986
11020,18-03-1957,Weiwu,Encarnacion,M,25-03-1988
11030,12-06-1956,Kwan,Hellwagner,F,09-05-1988
11040,07-11-1961,Cristinel,Denna,F,22-01-1988
11050,23-09-1952,Elvis,Katiyar,M,06-05-1986
11060,30-06-1953,Genevieve,Pokrovskii,F,03-05-1991
11070,30-06-1952,Adib,Raney,M,24-07-1985
11080,27-12-1956,Sanjai,Puppe,M,04-07-1988
11090,10-07-1959,Ebbe,Hasenauer,M,25-07-1986
11100,14-10-1955,Berna,Cochrane,M,13-10-1986
11110,11-12-1955,Valeska,Birjandi,F,14-11-1987
11120,15-12-1961,Masato,Curless,F,22-01-1988
11130,17-01-1953,Xinyu,Menhoudj,M,07-06-1993
11140,30-04-1957,Elgin,Gihr,M,04-07-1993
11150,13-05-1956,Geraldo,Garigliano,F,01-05-1989
11160,05-08-1956,Anwar,Nivat,F,07-05-1987
11170,05-05-1952,Minghong,Cannard,M,29-12-1989
11180,07-11-1952,Mitsuyuki,Bojadziev,F,11-06-1986
11190,26-09-1960,Saeko,Mellouli,M,06-03-1992
11200,05-06-1964,Renny,Junet,F,28-06-1988
11210,27-09-1957,Kamakshi,Decaestecker,M,27-02-1986
11220,25-06-1962,Sahrah,Figueira,F,24-11-1989
11230,28-12-1956,Yakichi,Tzvieli,M,06-12-1990
11240,12-08-1955,Kiam,Condotta,M,11-11-1988
11250,15-08-1957,Sverrir,Cusworth,M,30-06-1992
11260,11-06-1963,Ingemar,Schade,M,29-09-1993
11270,10-10-1962,Gina,Falster,M,28-09-1988
11280,04-01-1964,Lillian,Restivo,F,07-08-1989
11290,07-05-1953,Visit,Dredge,M,08-09-1985
11300,14-12-1952,Lillian,Fontet,M,10-09-1992
11310,01-02-1961,Jianhua,Swab,M,24-11-1991
11320,13-04-1954,Atilio,McAlpine,M,24-11-1987
11330,21-08-1961,Chriss,Adachi,M,28-06-1990
11340,04-12-1952,Aris,Bala,M,11-09-1991
11350,22-10-1956,Zito,Moehrke,M,21-07-1985
11360,24-05-1953,Fen,Schach,M,12-01-1989
11370,21-12-1956,Marek,Erie,M,22-08-1989
11380,23-04-1952,Kenroku,Pelc,M,03-03-1988
11390,22-03-1962,Masali,Ambroszkiewicz,M,19-12-1990
11400,28-11-1962,Sverrir,Walstra,M,09-02-1989
11410,27-11-1953,Gro,Vendrig,M,13-07-1997
11420,30-04-1955,Tsutomu,Lalonde,F,31-01-1992
11430,23-01-1957,Georgi,Klassen,M,27-02-1996
11440,07-12-1964,Lubomir,Jahnichen,M,06-11-1987
11450,12-04-1964,Wanqing,Glinert,M,04-06-1987
11460,19-11-1955,Mana,Maraist,M,14-03-1992
11470,11-10-1962,Khalid,Michaels,M,26-11-1991
11480,13-09-1960,Masoud,Itschner,F,13-03-1990
11490,10-09-1957,Bedir,Osgood,M,28-04-1990
11500,06-11-1960,Ranan,Weedon,M,07-05-1991
11510,12-11-1957,Masamitsu,Wursthorn,M,28-07-1996
11520,01-01-1958,Pranas,Jervis,F,20-11-1991
11530,14-11-1956,Oscar,Jarecki,M,10-06-1985
11540,26-01-1954,Chanjung,Portugali,M,09-02-1993
11550,27-08-1962,Divine,Georgakopoulos,M,16-12-1997
11560,22-01-1957,Terresa,Birta,F,07-02-1989
11570,12-08-1960,Mayumi,Uchoa,M,07-10-1988
11580,05-04-1956,Chanjung,Tanemo,M,06-07-1985
11590,12-10-1961,Adel,Eppinger,M,26-06-1997
11600,18-07-1961,Yurij,Pardalos,M,30-04-1987
11610,17-07-1962,Eirik,Sidhu,M,18-10-1985
11620,24-02-1962,Kwangho,Gadepally,M,16-10-1985
11630,21-03-1960,Heekeun,Ballarin,M,15-12-1996
11640,06-10-1953,Valeri,Coorg,M,18-01-1987
11650,16-11-1959,Arra,Luiz,M,13-01-1994
11660,19-07-1955,Gill,Stenning,F,22-11-1986
11670,25-09-1964,Evgueni,Kroon,F,17-05-1985
11680,23-04-1958,Aral,Iwayama,M,13-05-1990
11690,10-11-1953,Domenick,Raczkowsky,M,23-09-1997
11700,01-03-1959,Makato,Delgrossi,F,18-09-1988
11710,20-12-1958,Rajmohan,Hatcliff,F,05-09-1986
11720,10-08-1957,Abdulla,Heusch,F,24-08-1990
11730,20-08-1959,Tzu,Delaune,M,10-10-1997
11740,21-05-1962,Isaac,Pero,M,03-09-1986
11750,16-08-1956,Mong,Dalphin,F,07-08-1993
11760,30-03-1959,Along,Miake,F,15-09-1985
11770,26-08-1955,Arumugam,Jakobus,F,29-11-1992
11780,04-05-1963,Sugwoo,Sewelson,M,11-09-1987
11790,12-06-1960,Huai,Henseler,F,09-03-1988
11800,09-12-1958,Aamer,Fraisse,M,08-08-1990
11810,08-12-1952,Amabile,Bhattacharjee,M,17-03-1987
11820,26-11-1961,Danil,Badache,M,20-06-1993
11830,01-12-1956,Maya,Snedden,F,15-07-1986
11840,27-07-1962,Jayson,Hofman,M,21-12-1986
11850,23-10-1964,Bikash,Maginnis,M,10-02-1991
11860,29-07-1964,Chriss,DeMori,F,04-10-1992
11870,30-11-1962,Adas,Quittner,M,28-03-1988
11880,22-08-1960,Akeel,Esposito,F,31-01-1993
11890,23-10-1959,Remmert,Kirkerud,M,09-02-1990
11900,06-04-1961,Tse,Ermel,M,26-05-1990
11910,23-09-1961,Tamiya,Luders,F,12-09-1992
11920,15-01-1960,Kasturi,Chinal,F,24-12-1985
11930,03-01-1962,Shai,Radivojevic,F,14-01-1991
11940,24-06-1954,Ult,Anido,F,02-11-1996
11950,18-03-1959,Horward,Cichocki,F,23-10-1987
11960,15-01-1960,Moss,Flasterstein,M,28-07-1988
11970,06-12-1958,Toong,Marrakchi,M,24-05-1985
11980,03-07-1955,Yechezkel,Pews,M,20-01-1992
11990,24-11-1964,Chanjung,Matheson,M,05-09-1988
12000,09-11-1957,Claudi,Angelov,M,12-01-1989
12010,26-09-1956,Otmar,Thebaut,F,06-11-1988
12020,05-06-1956,Hitomi,Uludag,M,09-08-1988
12030,02-06-1953,Shuky,Cromarty,M,24-06-1996
12040,24-03-1955,Bluma,Kermarrec,F,29-12-1993
12050,08-06-1953,Yuchang,Tchuente,F,10-10-1988
12060,25-03-1955,Toshimi,Antonakopoulos,M,21-06-1996
12070,23-07-1955,Ger,Shokrollahi,M,14-11-1988
12080,16-10-1953,Panayotis,Feinberg,M,17-05-1993
12090,27-03-1955,Shigenori,Angelopoulos,F,24-07-1998
12100,23-03-1958,Nevio,Beznosov,F,24-11-1986
12110,18-09-1963,Raimond,Tempesti,F,26-06-1995
12120,24-04-1956,Eckart,Schrift,M,20-06-1986
12130,02-05-1956,Abdelwaheb,Scharstein,M,23-10-1989
12140,30-07-1952,Xudong,Paciorek,M,15-11-1996
12150,06-09-1963,Dekang,Boissier,M,25-06-1991
12160,11-12-1954,Aamer,Garrabrants,M,19-09-1989
12170,06-10-1961,Moie,Nannarelli,M,19-06-1989
12180,03-10-1961,Heejo,Ruemmler,F,24-06-1989
12190,19-12-1952,Abdulah,Engberts,M,08-02-1994
12200,11-02-1956,Tayeb,Reinhart,M,26-04-1995
12210,12-01-1954,Vugranam,Ashish,M,08-11-1992
12220,27-12-1961,Venkatesan,Rissland,M,11-07-1988
12230,08-02-1952,Yuriy,Bellone,F,02-03-1994
12240,20-09-1964,Somnath,Gils,F,03-08-1989
12250,02-10-1954,Kerhong,Aloia,F,25-04-1991
12260,31-03-1961,Mokhtar,Huttel,F,13-02-1987
12270,10-08-1953,Shakhar,Kornyak,M,04-01-1988
12280,29-09-1957,Lidong,Eiter,M,27-02-1985
12290,20-06-1958,Jeanne,Braccini,F,10-08-1985
12300,05-04-1960,Mohamadou,Chelton,M,16-05-1990
12310,04-08-1964,Chandrasekaran,Pettit,M,21-12-1990
12320,09-06-1958,Nobuyoshi,Swick,F,28-02-1993
12330,26-04-1961,Oguz,Eugenio,F,26-04-1988
12340,14-07-1960,Xinglin,Vigier,F,25-03-1987
12350,12-03-1964,Somnath,Swan,M,07-05-1993
12360,31-08-1961,Shaibal,Staudhammer,M,05-12-1985
12370,14-05-1959,Stamatina,Otillio,F,29-01-1994
12380,13-06-1953,Menkae,Farrow,F,03-09-1991
12390,22-04-1964,Kwangsub,Kilgour,M,29-12-1996
12400,25-02-1958,Genki,Winter,M,25-02-1995
12410,15-08-1963,Masanao,Besselaar,M,28-04-1988
12420,26-11-1957,Douadi,Rande,M,12-11-1986
12430,28-03-1962,Kristine,Feldmann,F,15-08-1987
12440,17-08-1957,Tesuro,Engberts,M,09-10-1994
12450,10-02-1952,Sanjeeva,Perng,M,02-02-1992
12460,10-01-1956,Jingling,Gerlach,F,23-06-1989
12470,05-05-1954,Khue,Hinsberger,M,16-04-1990
12480,19-02-1953,Tetsushi,Schade,M,01-12-1992
12490,08-08-1955,Jackson,Muchinsky,F,16-05-1988
12500,21-12-1956,Jackson,Luke,M,11-05-1997
12510,04-10-1961,Rosli,Hellwagner,F,15-05-1985
12520,21-01-1954,Goetz,Basart,M,14-09-1989
12530,17-09-1956,Turgut,Strandh,M,12-03-1992
12540,03-11-1953,Poornachandra,Bresenham,F,02-01-1994
12550,16-09-1957,Shawna,Marzano,M,04-01-1999
12560,13-07-1958,Leszek,Makinen,F,19-05-1986
12570,06-08-1961,Stafford,Anily,F,28-03-1985
12580,19-02-1958,Pramod,Journel,M,29-12-1986
12590,04-02-1953,Gita,Rosenbaum,M,24-02-1993
12600,16-05-1960,Lucian,Garrabrants,F,23-09-1986
12610,01-06-1956,Debaprosad,Bakhtari,F,30-08-1991
12620,04-06-1961,Shahaf,Swick,M,11-10-1987
12630,23-04-1954,Sreekrishna,Falco,M,03-06-1989
12640,07-09-1958,Shigeo,Lindqvist,M,01-03-1993
12650,13-04-1958,Odoardo,Demke,M,22-05-1986
12660,18-01-1963,Stamatina,Escriba,F,23-11-1990
12670,10-06-1952,Seongbae,Alameldin,M,18-01-1998
12680,15-09-1954,Bader,Staudhammer,M,26-08-1993
12690,21-05-1957,Valter,Mitchem,M,13-09-1986
12700,15-01-1959,Billie,Krone,M,01-04-1991
12710,31-05-1963,Nevin,Breugel,F,20-01-1990
12720,29-08-1962,Spyrose,Blokdijk,M,03-11-1995
12730,01-07-1953,Barry,Perl,F,18-12-1987
12740,25-08-1959,Khalid,Ferretti,F,15-05-1998
12750,10-08-1959,Yifei,Borstler,M,13-08-1990
12760,30-07-1960,Sergi,Tomescu,M,19-10-1986
12770,17-01-1955,Maik,Benzaken,F,16-11-1990
12780,24-01-1963,Premal,Puppo,M,21-10-1987
12790,05-02-1953,Gunilla,Perl,F,22-04-1986
12800,04-06-1957,Tiina,Hettesheimer,F,22-07-1994
12810,15-06-1955,Kristof,Staelin,M,08-02-1991
12820,12-04-1959,Kazuhiro,Lorin,M,09-11-1990
12830,15-07-1960,Hsiangchu,Oxenboll,F,17-01-1993
12840,20-12-1952,Zhensheng,Ferretti,M,19-11-1992
12850,29-06-1956,Martina,Bergere,F,28-03-1991
12860,06-03-1963,Zejun,Babb,M,01-05-1991
12870,24-03-1960,Elvis,Pfau,F,09-04-1990
12880,18-03-1960,Fumiya,Setia,F,24-07-1995
12890,05-10-1955,Neven,Casley,F,31-10-1985
12900,18-04-1962,Siamak,Conte,M,31-10-1992
12910,27-01-1955,Uno,Casley,F,27-04-1992
12920,06-05-1964,Tetsushi,Legleitner,F,01-10-1988
12930,25-07-1961,Bernardo,Linnainmaa,F,15-06-1993
12940,25-10-1953,Odinaldo,Farrar,F,12-12-1987
12950,06-05-1959,Aiman,Rissanen,F,09-09-1987
12960,20-07-1955,Tayeb,Navazio,M,09-06-1994
12970,08-11-1958,Sadun,Bellmore,F,06-08-1986
12980,09-10-1962,Jayson,Delgrange,M,05-02-1988
12990,08-06-1964,Kristina,Benaini,M,12-07-1985
13000,31-01-1955,Adhemar,Chiodo,F,11-05-1994
13010,19-12-1960,Sachin,Bach,M,05-08-1988
13020,26-06-1962,Shigeichiro,Suppi,F,06-07-1987
13030,12-02-1955,Yahiko,Kroll,M,02-07-1987
13040,26-06-1957,Danny,Berendt,F,07-07-1986
13050,10-04-1960,Nikolaus,Henders,M,31-03-1988
13060,01-10-1959,Khalil,Lodder,M,04-03-1990
13070,10-12-1959,Mohammad,Sridhar,M,23-10-1988
13080,04-11-1961,Susanna,Picci,M,16-11-1994
13090,29-01-1958,Kwee,Poulakidas,F,22-05-1991
13100,19-04-1964,Guenter,Roison,F,21-05-1988
13110,29-09-1953,Maria,Kamble,F,16-07-1989
13120,17-06-1956,Kerryn,Pews,M,03-11-1992
13130,20-04-1958,Sachio,Sluis,F,28-11-1987
13140,03-07-1955,Shuji,Vidal,M,20-07-1994
13150,28-06-1953,Mahmut,Stavenow,M,15-06-1991
13160,09-05-1958,Shigeo,Gomatam,F,12-05-1994
13170,25-10-1955,Cheong,Bernardeschi,M,07-05-1986
13180,24-05-1962,Kazuhisa,Dechter,M,04-05-1992
13190,08-11-1962,Stepehn,Kowalchuk,M,12-06-1985
13200,24-05-1952,Weidon,Pauthner,F,07-08-1991
13210,19-06-1953,Jianhua,Klassen,M,19-09-1986
13220,01-06-1960,Martien,Thimonier,M,24-12-1985
13230,06-04-1957,Stein,Zizka,F,24-03-1993
13240,14-02-1955,King,Pileggi,M,20-12-1987
13250,20-02-1954,Zeydy,Schusler,M,19-11-1985
13260,02-08-1954,JoAnna,McDermid,M,25-12-1995
13270,19-05-1961,Anwar,Kabayashi,F,15-04-1987
13280,31-05-1963,Gunilla,Cappelletti,M,30-03-1985
13290,01-06-1955,Stamatina,Karner,F,13-04-1994
13300,06-11-1958,Mountaz,Denis,M,28-08-1986
13310,26-02-1962,Moon,Lally,F,08-09-1995
13320,04-08-1954,Gino,Bahr,F,29-09-1989
13330,31-08-1964,Sarita,Litvinov,M,19-08-1993
13340,14-11-1961,Jinpo,Highland,M,15-08-1990
13350,16-12-1962,Genta,Cheshire,F,24-09-1997
13360,30-09-1964,Krassimir,Michaels,M,25-10-1993
13370,22-08-1964,Nidapan,Macedo,F,23-06-1990
13380,04-08-1959,Shuji,Iisaku,M,08-01-1989
13390,18-06-1954,Nathan,Hutton,M,24-07-1989
13400,09-03-1963,Shaw,Frezza,F,13-03-1987
13410,19-11-1957,Tremaine,Rebaine,M,19-01-1989
13420,10-03-1956,Diederik,Ramaiah,M,29-10-1991
13430,03-04-1958,Irene,Jakobus,F,05-02-1986
13440,14-05-1959,Lidong,Glowinski,M,03-03-1989
13450,27-07-1961,Nectarios,Hennebert,F,15-03-1986
13460,13-05-1955,Yinghua,Gips,M,13-06-1992
13470,24-04-1964,Qingxiang,Muhling,F,19-07-1989
13480,24-10-1962,Patricio,Parascandalo,M,27-11-1992
13490,06-07-1957,Sadegh,Theuretzbacher,F,27-04-1986
13500,10-01-1954,Irene,Erol,M,07-11-1991
13510,11-11-1963,Stamatina,Kakkad,M,25-12-1991
13520,17-09-1952,Takahiro,Mahnke,F,10-08-1992
13530,15-07-1961,Irene,Greibach,M,14-10-1988
13540,09-11-1953,Cordelia,Krohn,M,06-12-1994
13550,19-04-1957,Alper,Lienhardt,F,15-04-1992
13560,15-04-1952,Sibyl,Jeong,M,28-07-1986
13570,05-06-1963,Kiyomitsu,Perez,M,15-03-1986
13580,13-04-1957,Haldun,Irland,F,13-11-1992
13590,04-02-1963,Sashi,Showalter,F,14-03-1986
13600,25-02-1955,Baocai,Babu,M,30-08-1992
13610,02-02-1960,Fumiko,Verspoor,M,28-05-1995
13620,31-10-1956,Elvis,Dolinsky,M,12-06-1985
13630,25-11-1952,Uzi,Kilgour,M,26-06-1989
13640,04-03-1961,Sashi,Vanwelkenhuysen,F,20-09-1987
13650,27-09-1956,Shaowei,Chepyzhov,F,28-07-1990
13660,18-12-1955,Ziya,McConalogue,F,11-04-1993
13670,06-05-1953,Moti,Takanami,F,16-04-1987
13680,08-08-1953,Denny,Speer,M,18-03-1985
13690,07-03-1957,Constantino,Osgood,F,23-10-1989
13700,06-10-1958,Mingdong,Weedon,M,24-04-1997
13710,11-02-1960,Moon,Gyorkos,F,17-12-1989
13720,13-07-1964,Rildo,Braccini,M,19-06-1988
13730,28-06-1954,Munehiro,Kalorkoti,M,20-07-1991
13740,29-02-1960,Rafols,Taubman,F,24-04-1991
13750,25-05-1963,Giao,Fendler,M,07-06-1995
13760,27-10-1962,Snehasis,Klerer,F,05-07-1994
13770,20-09-1962,Eirik,Koyama,M,26-04-1990
13780,16-07-1958,Mayuko,Bodoff,M,07-10-1994
13790,18-10-1957,Hongzue,DiGiano,F,07-07-1987
13800,25-02-1952,Nikolaus,Gammage,F,08-02-1996
13810,28-05-1964,Piyush,Uhrig,M,13-11-1995
13820,09-11-1963,Zhensheng,Marchesini,M,07-08-1990
13830,16-03-1956,Arunachalam,Demri,M,08-02-1987
13840,13-11-1954,Remco,Demke,M,09-06-1992
13850,20-12-1963,Hyuckchul,Kroft,F,27-02-1986
13860,18-09-1964,Wojceich,Papastamatiou,M,27-07-1988
13870,25-04-1952,Theirry,Kirkerud,F,09-01-1989
13880,25-08-1963,Bedrich,Mandell,M,24-12-1985
13890,01-05-1963,Marin,Antonisse,F,30-11-1985
13900,24-12-1963,Zita,Waterhouse,F,01-06-1994
13910,25-09-1961,Danae,Szmurlo,M,12-09-1990
13920,10-04-1959,Naftali,Rodham,F,19-11-1987
13930,28-04-1952,Sukumar,Chartres,M,26-11-1985
13940,22-10-1961,Leon,Servieres,F,08-01-1999
13950,19-11-1962,Palash,Kusakabe,M,09-05-1990
13960,03-01-1953,Nechama,Hettesheimer,M,22-01-1986
13970,24-09-1957,Howell,Passafiume,F,21-04-1986
13980,26-04-1963,Mohammad,Baalen,M,09-07-1994
13990,07-03-1952,Deborah,Schapiro,F,30-10-1987
14000,05-05-1963,Falguni,Engberts,M,20-08-1993
14010,21-12-1963,Sushant,Preusig,F,21-05-1986
14020,23-02-1961,Maik,Zaiane,M,20-10-1993
14030,16-02-1954,Guadalupe,Hiroyama,F,17-07-1991
14040,30-01-1957,Shaz,Bahl,M,20-08-1987
14050,05-11-1963,Duangkaew,Botman,M,30-10-1995
14060,12-09-1963,Maris,Coorg,F,07-09-1992
14070,20-04-1960,Takanari,Peternell,M,08-02-1987
14080,24-02-1957,Aruna,Motley,F,09-03-1987
14090,07-11-1958,Hidefumi,Barvinok,M,18-06-1987
14100,13-10-1960,Achilleas,Conde,M,26-08-1991
14110,13-06-1956,Horward,Kisuki,F,17-05-1987
14120,18-06-1963,Horward,Rabejac,F,11-08-1985
14130,25-11-1952,Yuuichi,Stroustrup,F,17-02-1997
14140,23-12-1955,Kiam,Ramamoorthy,M,21-03-1998
14150,14-02-1953,Yuqun,Akiyama,F,28-01-1994
14160,29-09-1960,Shaowen,Hofting,M,21-08-1987
14170,19-07-1960,Houman,Kropf,F,18-03-1998
14180,05-12-1963,Arumugam,Bernatsky,F,16-03-1987
14190,23-07-1964,Leon,Tomescu,F,13-03-1989
14200,23-04-1952,Masali,Sankaranarayanan,F,29-11-1990
14210,30-12-1962,Arvind,Poujol,F,10-06-1993
14220,01-05-1952,Tomofumi,Pargas,F,02-12-1987
14230,21-09-1961,Uwe,Koshiba,F,25-01-1988
14240,17-12-1961,Kiyomitsu,Schiettecatte,F,28-11-1987
14250,07-07-1956,Vitaly,DeMori,M,20-04-1993
14260,19-06-1958,Arlette,Aloia,M,26-11-1986
14270,16-10-1958,Siddarth,Selvestrel,M,01-04-1994
14280,17-08-1962,Djelloul,Viele,M,13-09-1988
14290,21-01-1955,Miyeon,Olivero,M,12-11-1987
14300,08-05-1963,Udo,Lores,F,26-07-1992
14310,07-06-1953,Marlo,Leuchs,M,23-02-1987
14320,17-06-1953,Sreenivas,Schaar,M,30-06-1986
14330,26-02-1955,Felicidad,Brizzi,M,03-07-1991
14340,03-01-1955,Vitaly,Wixon,M,03-04-1985
14350,24-08-1964,Joydip,Claffy,F,20-03-1988
14360,25-05-1955,Janche,Erbe,M,24-10-1987
14370,06-06-1952,Heon,Perl,F,01-03-1995
14380,30-05-1952,Shigeu,Heemskerk,M,30-01-1988
14390,01-02-1960,Weiru,Jakobus,M,10-12-1992
14400,10-06-1958,Masanao,Kumaresan,M,15-04-1994
14410,14-04-1959,Chuanti,Emden,F,22-02-1990
14420,31-12-1959,Aiman,Panangaden,F,12-07-1999
14430,25-01-1962,Rayond,Reinhart,F,08-06-1996
14440,20-03-1961,Arnould,Hempstead,F,03-09-1997
14450,01-08-1963,Fumitaka,Prochazka,F,26-04-1985
14460,28-11-1955,Yagil,Lueh,F,23-01-1988
14470,19-09-1961,Moheb,Merey,M,26-11-1997
14480,03-07-1960,Irena,Crabtree,F,24-03-1987
14490,09-06-1953,Tran,Azulay,F,27-09-1994
14500,11-05-1955,Rutger,Malabarba,F,27-01-1989
14510,15-12-1962,Elzbieta,Peir,M,27-12-1987
14520,23-10-1959,Feiyu,Schrooten,M,09-06-1990
14530,24-05-1954,Branimir,Luks,F,21-09-1992
14540,15-09-1959,Khosrow,Hebden,M,07-11-1986
14550,04-04-1961,Mechthild,Kriebel,F,29-09-1987
14560,15-03-1952,Elrique,Driscoll,M,21-05-1985
14570,26-07-1963,Chinho,Bala,F,17-11-1994
14580,14-03-1956,Hilari,Roison,F,09-11-1988
14590,03-06-1964,Huei,Luce,F,14-05-1985
14600,22-12-1952,Jayson,Cairo,F,05-07-1988
14610,10-08-1954,Lijia,Merle,M,10-11-1989
14620,15-06-1954,Jianhua,Erev,F,04-08-1988
14630,24-09-1957,Petter,Sidje,M,03-07-1989
14640,17-10-1952,Toshimori,Kornatzky,M,07-05-1985
14650,22-07-1961,Yuqun,Georg,M,04-10-1986
14660,03-02-1958,Geoffrey,Bugaenko,F,21-07-1995
14670,17-04-1953,Rance,Karnin,M,24-08-1995
14680,27-06-1964,Martine,Katzenelson,F,04-08-1990
